Timestamp,Rainfall (mm),Total Rainfall (mm),Atmospheric Temperature (°C),Wind Direction,Average Wind Speed  (km/h),Wind Gust  (km/h),MSL Pressure (hPa),Average Humidity (%),Atmospheric Pressure (hPa),Average Delta T (°C),Average Dew Point (°C),AverageSolarRadiation (W/m2),Average Wet Bulb (°C),Average Wind Direction (°),Min Wind Speed  (km/h),Device ID
2026-08-06T03:55:08Z,0.00,331.80,29.81,S,0.00,0.00,1008.30,74.90,1008.30,3.64,24.87,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T03:37:49Z,0.00,331.80,28.95,S,0.00,0.00,1008.50,78.21,1008.50,3.09,24.77,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T03:20:41Z,0.00,331.80,28.73,S,0.00,0.00,1008.70,78.89,1008.70,2.98,24.70,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T03:03:22Z,0.00,331.80,28.67,S,0.00,0.00,1008.70,80.56,1008.70,2.73,24.99,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T02:46:13Z,0.00,331.80,28.29,S,0.00,0.00,1008.70,81.05,1008.70,2.65,24.72,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T02:29:04Z,0.00,331.80,28.20,S,0.00,0.00,1008.60,79.99,1008.60,2.80,24.41,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T02:10:45Z,0.00,331.80,28.05,S,0.00,0.00,1008.90,81.28,1008.90,2.61,24.54,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T01:53:37Z,0.00,331.80,27.86,S,0.00,0.00,1008.90,81.29,1008.90,2.60,24.35,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T01:36:29Z,0.00,331.80,27.63,WSW,0.65,1.98,1008.80,82.51,1008.80,2.41,24.38,0.00,0.00,255.00,0.00,79DAAFB4
2026-08-06T01:19:10Z,0.00,331.80,27.99,S,0.00,0.00,1009.00,81.95,1009.00,2.51,24.61,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T01:01:51Z,0.00,331.80,29.44,S,0.00,0.00,1008.90,86.25,1008.90,1.92,26.90,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T00:44:43Z,0.00,331.80,29.35,S,0.00,0.00,1008.40,84.56,1008.40,2.17,26.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T00:27:23Z,0.00,331.80,29.32,S,0.00,0.00,1008.20,84.42,1008.20,2.19,26.41,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-06T00:10:14Z,0.00,331.80,28.87,S,0.00,0.00,1008.00,85.72,1008.00,1.99,26.23,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T23:53:06Z,0.00,331.80,28.73,S,0.00,0.00,1007.90,85.84,1007.90,1.96,26.12,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T23:35:57Z,0.00,331.80,28.74,S,0.00,0.00,1007.70,85.72,1007.70,1.98,26.11,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T23:18:33Z,0.00,331.80,28.63,S,0.00,0.00,1007.40,85.67,1007.40,1.99,25.99,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T23:01:25Z,0.00,331.80,28.46,S,0.00,0.00,1007.40,85.94,1007.40,1.94,25.87,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T22:44:17Z,0.00,331.80,28.46,S,0.00,0.00,1007.30,85.53,1007.30,2.00,25.79,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T22:26:58Z,0.00,331.80,28.51,S,0.00,0.00,1007.30,85.11,1007.30,2.06,25.76,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T22:09:49Z,0.00,331.80,28.37,S,0.00,0.00,1007.40,85.16,1007.40,2.05,25.63,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T21:52:40Z,0.00,331.80,28.39,S,0.00,0.00,1007.30,84.89,1007.30,2.09,25.60,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T21:35:32Z,0.00,331.80,28.41,S,0.00,0.00,1007.10,84.74,1007.10,2.12,25.59,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T21:18:23Z,0.00,331.80,28.42,S,0.00,0.00,1007.00,84.31,1007.00,2.18,25.51,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T21:01:11Z,0.00,331.80,28.49,S,0.00,0.00,1006.90,83.84,1006.90,2.25,25.49,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T20:44:02Z,0.00,331.80,28.48,S,0.00,0.00,1006.60,83.78,1006.60,2.26,25.46,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T20:26:54Z,0.00,331.80,28.42,S,0.00,0.00,1006.60,84.20,1006.60,2.19,25.49,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T20:09:46Z,0.00,331.80,28.48,S,0.00,0.00,1006.50,84.14,1006.50,2.20,25.54,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T19:52:27Z,0.00,331.80,28.54,S,0.00,0.00,1006.60,83.93,1006.60,2.24,25.55,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T19:35:19Z,0.00,331.80,28.48,S,0.00,0.00,1006.80,84.71,1006.80,2.12,25.65,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T19:17:59Z,0.00,331.80,28.59,S,0.00,0.00,1007.00,84.84,1007.00,2.11,25.78,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T19:00:51Z,0.00,331.80,28.50,S,0.00,0.00,1007.10,85.99,1007.10,1.94,25.92,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T18:43:42Z,0.00,331.80,28.51,S,0.00,0.00,1007.20,86.56,1007.20,1.85,26.04,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T18:26:05Z,0.00,331.80,28.56,S,0.00,0.00,1007.30,86.24,1007.30,1.90,26.03,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T18:07:59Z,0.00,331.80,28.61,S,0.00,0.00,1007.40,86.73,1007.40,1.83,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T17:50:51Z,0.00,331.80,28.76,S,0.00,0.00,1007.60,86.43,1007.60,1.88,26.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T17:33:31Z,0.00,331.80,28.86,S,0.00,0.00,1007.70,85.81,1007.70,1.97,26.24,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T17:16:12Z,0.00,331.80,28.81,S,0.00,0.00,1008.00,85.34,1008.00,2.04,26.10,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T16:59:04Z,0.00,331.80,28.89,S,0.00,0.00,1008.10,85.23,1008.10,2.06,26.16,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T16:41:54Z,0.00,331.80,28.91,S,0.00,0.00,1008.20,85.33,1008.20,2.04,26.19,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T16:24:45Z,0.00,331.80,29.06,N,0.00,0.00,1008.50,84.93,1008.50,2.11,26.26,0.00,0.00,360.00,0.00,79DAAFB4
2026-08-05T16:07:36Z,0.00,331.80,29.16,W,0.00,0.00,1008.50,84.21,1008.50,2.21,26.22,0.00,0.00,267.00,0.00,79DAAFB4
2026-08-05T15:50:39Z,0.00,331.80,29.24,S,0.00,0.00,1008.40,83.62,1008.40,2.30,26.17,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T15:33:20Z,0.00,331.80,29.44,S,0.00,0.00,1008.20,83.36,1008.20,2.35,26.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T15:16:11Z,0.00,331.80,29.48,S,0.00,0.00,1008.20,82.88,1008.20,2.42,26.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T14:59:02Z,0.00,331.80,29.68,S,0.00,0.00,1008.20,81.99,1008.20,2.56,26.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T14:41:54Z,0.00,331.80,29.77,S,0.00,0.00,1008.20,81.57,1008.20,2.63,26.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T14:24:43Z,0.00,331.80,29.79,S,0.00,0.00,1008.20,81.08,1008.20,2.70,26.19,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T14:07:34Z,0.00,331.80,29.97,S,0.00,0.00,1008.00,79.72,1008.00,2.91,26.08,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T13:50:15Z,0.00,331.80,30.03,S,0.00,0.00,1007.90,79.39,1007.90,2.96,26.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T13:33:07Z,0.00,331.80,30.15,S,0.00,0.00,1007.70,78.75,1007.70,3.07,26.04,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T13:15:59Z,0.00,331.80,30.15,S,0.00,0.00,1007.70,78.52,1007.70,3.10,25.99,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T12:58:40Z,0.00,331.80,30.26,S,0.00,0.00,1007.60,77.74,1007.60,3.22,25.93,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T12:41:21Z,0.00,331.80,30.40,S,0.00,0.00,1007.40,76.28,1007.40,3.45,25.75,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T12:24:13Z,0.00,331.80,30.58,S,0.00,0.00,1007.20,74.16,1007.20,3.79,25.45,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T12:06:53Z,0.00,331.80,30.71,S,0.00,0.00,1007.00,75.47,1007.00,3.60,25.87,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T11:49:44Z,0.00,331.80,30.72,S,0.00,0.00,1006.80,76.13,1006.80,3.49,26.02,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T11:32:36Z,0.00,331.80,31.00,S,0.00,0.00,1006.50,75.56,1006.50,3.60,26.17,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T11:15:17Z,0.00,331.80,31.35,S,0.00,0.00,1006.20,74.69,1006.20,3.75,26.31,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T10:58:09Z,0.00,331.80,31.77,SW,0.00,0.00,1006.10,72.40,1006.10,4.14,26.18,0.00,0.00,221.00,0.00,79DAAFB4
2026-08-05T10:40:59Z,0.00,331.80,32.49,S,0.00,0.00,1005.60,67.83,1005.60,4.93,25.77,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T10:23:44Z,0.00,331.80,32.88,S,0.00,0.00,1005.40,62.49,1005.40,5.87,24.76,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T10:06:41Z,0.00,331.80,33.23,S,0.00,0.00,1004.80,63.60,1004.80,5.71,25.38,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T09:49:33Z,0.00,331.80,33.79,S,0.00,0.00,1004.80,61.97,1004.80,6.04,25.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T09:32:25Z,0.00,331.80,34.58,S,0.00,0.00,1004.80,59.06,1004.80,6.64,25.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T09:15:17Z,0.00,331.80,33.99,S,0.00,0.00,1004.50,60.87,1004.50,6.25,25.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T08:58:09Z,0.00,331.80,34.79,S,0.00,0.00,1004.60,57.44,1004.60,6.96,25.13,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T08:41:01Z,0.00,331.80,37.64,S,0.00,0.00,1004.70,50.47,1004.70,8.68,25.58,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T08:23:42Z,0.00,331.80,38.16,S,0.00,0.00,1005.00,47.44,1005.00,9.39,25.01,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T08:06:33Z,0.00,331.80,38.44,W,0.00,0.00,1004.90,47.48,1004.90,9.43,25.28,0.00,0.00,269.00,0.00,79DAAFB4
2026-08-05T07:49:25Z,0.00,331.80,38.19,WSW,0.00,0.00,1004.90,48.83,1004.90,9.10,25.53,0.00,0.00,241.00,0.00,79DAAFB4
2026-08-05T07:32:17Z,0.00,331.80,38.50,S,0.00,0.00,1005.00,50.00,1005.00,8.90,26.21,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T07:14:58Z,0.00,331.80,37.71,S,0.00,0.00,1005.20,51.46,1005.20,8.48,25.97,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T06:57:49Z,0.00,331.80,37.66,S,0.00,0.00,1005.40,51.17,1005.40,8.53,25.83,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T06:40:40Z,0.00,331.80,36.92,S,0.00,0.00,1005.50,51.93,1005.50,8.28,25.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T06:23:21Z,0.00,331.80,35.64,S,0.00,0.00,1005.70,57.45,1005.70,7.05,25.92,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T06:06:13Z,0.00,331.80,35.93,S,0.00,0.00,1005.90,56.51,1005.90,7.26,25.91,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T05:47:29Z,0.00,331.80,34.16,S,0.00,0.00,1006.20,60.36,1006.20,6.36,25.38,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T05:30:21Z,0.00,331.80,33.00,SSW,0.00,0.00,1006.60,62.73,1006.60,5.84,24.93,0.00,0.00,203.00,0.00,79DAAFB4
2026-08-05T05:13:13Z,0.00,331.80,33.10,S,0.00,0.00,1006.80,64.15,1006.80,5.60,25.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T04:55:54Z,0.00,331.80,33.15,NNW,0.00,0.00,1007.10,61.93,1007.10,5.99,24.86,0.00,0.00,343.00,0.00,79DAAFB4
2026-08-05T04:38:46Z,0.00,331.80,33.34,SSW,1.22,3.71,1007.40,62.35,1007.40,5.93,25.15,0.00,0.00,201.00,0.00,79DAAFB4
2026-08-05T04:21:26Z,0.00,331.80,33.46,S,0.00,0.00,1007.50,63.02,1007.50,5.83,25.44,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T04:04:07Z,0.00,331.80,33.02,S,0.00,0.00,1007.80,64.13,1007.80,5.60,25.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T03:46:59Z,0.00,331.80,32.63,S,0.00,0.00,1007.70,65.92,1007.70,5.26,25.42,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T03:29:47Z,0.00,331.80,32.41,S,0.00,0.00,1007.90,65.82,1007.90,5.26,25.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T03:12:39Z,0.00,331.80,32.03,S,0.00,0.00,1007.90,67.08,1007.90,5.02,25.14,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T02:55:31Z,0.00,331.80,31.51,S,0.00,0.00,1007.90,69.83,1007.90,4.54,25.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T02:38:12Z,0.00,331.80,31.17,NW,0.00,0.00,1008.00,71.57,1008.00,4.23,25.41,0.00,0.00,322.00,0.00,79DAAFB4
2026-08-05T02:21:03Z,0.00,331.80,30.46,S,0.00,0.00,1008.00,74.31,1008.00,3.76,25.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T02:03:55Z,0.00,331.80,30.17,S,0.00,0.00,1008.10,77.00,1008.10,3.33,25.68,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T01:46:47Z,0.00,331.80,29.90,S,0.00,0.00,1008.10,78.61,1008.10,3.08,25.77,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T01:29:28Z,0.00,331.80,29.54,S,0.00,0.00,1008.10,82.21,1008.10,2.52,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T01:12:19Z,0.00,331.80,29.28,S,0.00,0.00,1008.20,83.22,1008.20,2.36,26.13,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T00:55:10Z,0.00,331.80,28.98,S,0.00,0.00,1008.20,84.63,1008.20,2.15,26.12,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T00:37:51Z,0.00,331.80,28.81,S,0.00,0.00,1008.20,86.25,1008.20,1.91,26.28,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T00:20:43Z,0.00,331.80,28.71,S,0.00,0.00,1007.90,86.45,1007.90,1.88,26.22,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-05T00:03:35Z,0.00,331.80,28.47,S,0.00,0.00,1007.90,87.45,1007.90,1.72,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T23:46:16Z,0.00,331.80,28.30,S,0.00,0.00,1007.90,88.35,1007.90,1.59,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T23:28:57Z,0.00,331.80,28.24,S,0.00,0.00,1007.80,88.76,1007.80,1.53,26.20,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T23:11:48Z,0.00,331.80,28.23,S,0.00,0.00,1007.80,88.09,1007.80,1.63,26.07,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T22:54:40Z,0.00,331.80,28.07,S,0.00,0.00,1007.60,89.09,1007.60,1.48,26.10,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T22:37:32Z,0.00,331.80,28.11,S,0.00,0.00,1007.60,88.68,1007.60,1.54,26.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T22:18:47Z,0.00,331.80,28.22,S,0.00,0.00,1007.70,88.03,1007.70,1.64,26.04,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T22:01:27Z,0.00,331.80,28.24,S,0.00,0.00,1007.70,87.12,1007.70,1.77,25.89,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T21:44:29Z,0.00,331.80,28.27,S,0.00,0.00,1007.80,87.25,1007.80,1.75,25.94,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T21:27:10Z,0.00,331.80,28.36,S,0.00,0.00,1007.70,87.26,1007.70,1.75,26.03,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T21:10:02Z,0.00,331.80,28.56,S,0.00,0.00,1007.60,85.97,1007.60,1.94,25.98,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T20:52:42Z,0.00,331.80,28.62,S,0.00,0.00,1007.70,84.68,1007.70,2.13,25.78,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T20:35:33Z,0.00,331.80,28.51,S,0.00,0.00,1007.80,84.74,1007.80,2.12,25.69,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T20:18:25Z,0.00,331.80,28.57,S,0.00,0.00,1007.80,84.52,1007.80,2.15,25.70,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T20:01:06Z,0.00,331.80,28.59,S,0.00,0.00,1007.90,84.20,1007.90,2.20,25.66,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T19:43:58Z,0.00,331.80,28.69,S,0.00,0.00,1008.10,83.52,1008.10,2.30,25.62,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T19:26:50Z,0.00,331.80,28.73,S,0.00,0.00,1008.10,83.47,1008.10,2.31,25.65,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T19:09:35Z,0.00,331.80,28.76,S,0.00,0.00,1008.10,83.55,1008.10,2.30,25.69,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T18:52:27Z,0.00,331.80,28.84,S,0.00,0.00,1008.10,83.36,1008.10,2.33,25.73,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T18:35:08Z,0.00,331.80,28.81,S,0.00,0.00,1008.30,82.93,1008.30,2.39,25.61,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T18:17:59Z,0.00,331.80,28.90,S,0.00,0.00,1008.40,82.70,1008.40,2.43,25.66,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T18:00:50Z,0.00,331.80,29.02,S,0.00,0.00,1008.40,81.49,1008.40,2.61,25.52,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T17:43:31Z,0.00,331.80,29.07,S,0.00,0.00,1008.70,81.14,1008.70,2.66,25.50,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T17:26:23Z,0.00,331.80,29.04,S,0.00,0.00,1009.00,81.49,1009.00,2.61,25.54,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T17:09:15Z,0.00,331.80,28.82,S,0.00,0.00,1009.10,81.79,1009.10,2.56,25.39,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T16:51:56Z,0.00,331.80,28.78,S,0.00,0.00,1009.20,81.67,1009.20,2.58,25.33,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T16:34:37Z,0.00,331.80,28.80,S,0.00,0.00,1009.40,81.61,1009.40,2.59,25.33,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T16:17:28Z,0.00,331.80,28.78,S,0.00,0.00,1009.50,81.39,1009.50,2.62,25.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T16:00:50Z,0.00,331.80,28.74,S,0.00,0.00,1009.50,81.13,1009.50,2.65,25.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T15:43:44Z,0.00,331.80,28.73,S,0.00,0.00,1009.50,81.24,1009.50,2.64,25.19,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T15:25:15Z,0.00,331.80,28.69,S,0.00,0.00,1017.89,81.01,1009.70,2.67,25.10,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T15:07:56Z,0.00,331.80,28.64,S,0.00,0.00,1017.89,81.04,1009.70,2.66,25.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T14:50:48Z,0.00,331.80,28.60,S,0.00,0.00,1017.79,81.05,1009.60,2.66,25.02,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T14:33:40Z,0.00,331.80,28.48,S,0.00,0.00,1017.69,80.96,1009.50,2.67,24.89,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T14:16:21Z,0.00,331.80,28.72,S,0.00,0.00,1017.59,79.85,1009.40,2.84,24.89,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T13:59:13Z,0.00,331.80,28.72,S,0.00,0.00,1017.39,79.54,1009.20,2.89,24.83,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T13:41:53Z,0.00,331.80,28.79,S,0.00,0.00,1017.09,78.27,1008.90,3.08,24.62,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T13:24:45Z,0.00,331.80,28.86,S,0.00,0.00,1016.69,77.25,1008.50,3.23,24.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T13:07:36Z,0.00,331.80,28.92,S,0.00,0.00,1016.69,75.90,1008.50,3.44,24.24,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T12:50:27Z,0.00,331.80,29.20,S,0.00,0.00,1016.59,73.95,1008.40,3.75,24.07,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T12:33:19Z,0.00,331.80,29.58,WNW,0.00,0.00,1016.09,73.96,1007.90,3.77,24.44,0.00,0.00,295.00,0.00,79DAAFB4
2026-08-04T12:16:10Z,0.00,331.80,29.87,S,0.00,0.00,1015.69,71.74,1007.50,4.13,24.21,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T11:59:02Z,0.00,331.80,30.33,S,0.00,0.00,1015.59,70.43,1007.40,4.36,24.34,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T11:41:54Z,0.00,331.80,30.93,S,0.00,0.00,1015.39,70.18,1007.20,4.44,24.85,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T11:24:46Z,0.00,331.80,31.97,W,2.12,3.82,1015.29,67.06,1007.10,5.02,25.08,0.00,0.00,259.00,0.00,79DAAFB4
2026-08-04T11:07:27Z,0.00,331.80,32.62,S,0.00,0.00,1014.89,62.67,1006.70,5.81,24.56,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T10:50:19Z,0.00,331.80,33.13,SW,0.00,0.00,1014.69,62.88,1006.50,5.82,25.10,0.00,0.00,236.00,0.00,79DAAFB4
2026-08-04T10:33:03Z,0.00,331.80,34.23,S,0.00,0.00,1014.39,59.77,1006.20,6.47,25.28,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T10:15:44Z,0.00,331.80,34.86,S,0.00,0.00,1013.59,57.96,1005.40,6.87,25.35,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T09:58:35Z,0.00,331.80,35.80,S,0.00,0.00,1013.59,55.08,1005.40,7.52,25.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T09:41:26Z,0.00,331.80,37.54,S,0.00,0.00,1013.59,50.17,1005.40,8.73,25.39,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T09:24:18Z,0.00,331.80,37.73,S,0.00,0.00,1013.59,46.59,1005.40,9.51,24.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T09:07:10Z,0.00,331.80,37.18,S,0.00,0.00,1013.49,47.44,1005.30,9.25,24.12,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T08:49:57Z,0.00,331.80,39.46,S,0.00,0.00,1013.49,42.60,1005.30,10.70,24.38,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T08:32:48Z,0.00,331.80,40.34,SW,0.00,0.00,1013.59,39.75,1005.40,11.55,24.01,0.00,0.00,234.00,0.00,79DAAFB4
2026-08-04T08:15:29Z,0.00,331.80,38.06,S,0.00,0.00,1013.79,45.19,1005.60,9.87,24.11,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T07:58:21Z,0.00,331.80,37.10,SW,0.00,0.00,1013.99,48.94,1005.80,8.92,24.57,0.00,0.00,222.00,0.00,79DAAFB4
2026-08-04T07:41:13Z,0.00,331.80,37.90,S,0.00,0.00,1014.09,49.43,1005.90,8.93,25.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T07:23:54Z,0.00,331.80,38.18,S,0.00,0.00,1014.09,47.06,1005.90,9.48,24.90,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T07:06:35Z,0.00,331.80,35.35,S,0.00,0.00,1014.39,55.81,1006.20,7.33,25.17,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T06:49:27Z,0.00,331.80,35.80,S,0.00,0.00,1014.59,53.01,1006.40,7.92,24.72,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T06:32:07Z,0.00,331.80,35.35,S,0.00,0.00,1015.09,55.20,1006.90,7.44,24.98,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T06:14:58Z,0.00,331.80,35.49,NNW,3.46,4.61,1015.39,53.37,1007.20,7.81,24.55,0.00,0.00,347.00,1.69,79DAAFB4
2026-08-04T05:57:50Z,0.00,331.80,36.36,S,0.00,0.00,1015.79,53.21,1007.60,7.95,25.30,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T05:40:42Z,0.00,331.80,35.16,S,0.00,0.00,1016.09,55.52,1007.90,7.36,24.90,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T05:23:34Z,0.20,331.80,35.00,S,0.00,0.00,1016.39,56.73,1008.20,7.11,25.12,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T05:06:26Z,0.00,331.60,33.96,S,0.00,0.00,1016.69,60.98,1008.50,6.23,25.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T04:49:18Z,0.00,331.60,33.25,S,0.00,0.00,1016.89,60.97,1008.70,6.16,24.69,0.00,0.00,180.00,0.00,79DAAFB4
2026-08-04T04:32:10Z,0.00,331.60,33.02,S,0.00,0.00,1017.19,62.71,1009.00,5.84,24.95,0.00,0.00,180.00,0.00,79DAAFB4
