Timestamp,Rainfall (mm),Total Rainfall (mm),Atmospheric Temperature (°C),Wind Direction,Average Wind Speed  (km/h),Wind Gust  (km/h),MSL Pressure (hPa),Average Humidity (%),Atmospheric Pressure (hPa),Average Delta T (°C),Average Dew Point (°C),AverageSolarRadiation (W/m2),Average Wet Bulb (°C),Average Wind Direction (°),Min Wind Speed  (km/h),Device ID
2026-05-16T19:02:13Z,0.00,248.20,28.28,S,0.00,0.00,1014.43,88.37,1006.60,1.59,26.17,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T18:45:04Z,0.00,248.20,28.26,S,0.00,0.00,1014.53,87.19,1006.70,1.76,25.92,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T18:27:45Z,0.00,248.20,28.23,S,0.00,0.00,1014.73,86.85,1006.90,1.81,25.83,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T18:10:37Z,0.00,248.20,28.20,S,0.00,0.00,1014.93,86.89,1007.10,1.80,25.80,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T17:53:29Z,0.00,248.20,28.25,S,0.00,0.00,1015.23,85.28,1007.40,2.03,25.54,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T17:36:10Z,0.00,248.20,28.16,S,0.00,0.00,1015.33,84.97,1007.50,2.08,25.39,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T17:18:51Z,0.00,248.20,28.13,S,0.00,0.00,1015.13,86.23,1007.30,1.89,25.61,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T17:01:43Z,0.00,248.20,28.24,S,0.00,0.00,1015.23,86.91,1007.40,1.80,25.85,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T16:44:23Z,0.00,248.20,28.25,S,0.00,0.00,1015.33,87.13,1007.50,1.77,25.90,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T16:27:14Z,0.00,248.20,28.13,S,0.00,0.00,1015.63,85.96,1007.80,1.93,25.55,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T16:10:06Z,0.00,248.20,28.15,S,0.00,0.00,1015.83,85.49,1008.00,2.00,25.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T15:52:58Z,0.00,248.20,28.07,S,0.00,0.00,1016.03,85.50,1008.20,2.00,25.41,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T15:35:50Z,0.00,248.20,27.83,S,0.00,0.00,1016.43,85.64,1008.60,1.97,25.20,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T15:18:42Z,0.00,248.20,27.63,S,0.00,0.00,1016.13,84.31,1008.30,2.16,24.74,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T15:01:34Z,0.00,248.20,27.43,S,0.00,0.00,1016.23,84.11,1008.40,2.18,24.50,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T14:44:26Z,0.00,248.20,27.43,S,0.00,0.00,1015.43,82.87,1007.60,2.36,24.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T14:27:07Z,0.00,248.20,27.98,S,0.00,0.00,1015.93,80.97,1008.10,2.65,24.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T14:09:58Z,0.00,248.20,28.56,S,0.00,0.00,1016.43,79.70,1008.60,2.86,24.70,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T13:52:50Z,0.00,248.20,29.31,S,0.00,0.00,1015.43,81.51,1007.60,2.62,25.81,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T13:35:42Z,0.00,248.20,29.39,S,0.00,0.00,1015.13,81.04,1007.30,2.69,25.79,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T13:18:23Z,0.00,248.20,29.59,S,0.00,0.00,1014.83,79.84,1007.00,2.88,25.73,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T13:01:14Z,0.00,248.20,29.57,S,0.00,0.00,1014.43,80.28,1006.60,2.81,25.81,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T12:44:05Z,0.00,248.20,29.49,S,0.00,0.00,1014.33,82.37,1006.50,2.50,26.16,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T12:26:46Z,0.00,248.20,29.52,S,0.00,0.00,1014.13,84.63,1006.30,2.16,26.65,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T12:09:38Z,0.00,248.20,29.54,S,0.00,0.00,1013.63,83.54,1005.80,2.32,26.45,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T11:52:30Z,0.00,248.20,29.93,S,0.00,0.00,1013.63,80.73,1005.80,2.76,26.25,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T11:35:11Z,0.00,248.20,30.53,S,0.00,0.00,1013.33,79.92,1005.50,2.90,26.66,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T11:17:52Z,0.00,248.20,31.46,S,0.00,0.00,1012.93,71.77,1005.10,4.22,25.74,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T11:00:43Z,0.00,248.20,32.64,S,0.00,0.00,1012.33,63.27,1004.50,5.71,24.74,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T10:43:35Z,0.00,248.20,33.59,S,0.00,0.00,1011.63,58.38,1003.80,6.66,24.28,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T10:26:27Z,0.00,248.20,34.67,S,0.00,0.00,1011.43,61.20,1003.60,6.26,26.09,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T10:09:08Z,0.00,248.20,34.96,S,0.00,0.00,1010.93,58.26,1003.10,6.83,25.53,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T09:51:59Z,0.00,248.20,35.29,S,0.00,0.00,1010.73,55.93,1002.90,7.30,25.15,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T09:34:50Z,0.00,248.20,35.64,S,0.00,0.00,1010.53,55.47,1002.70,7.43,25.33,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T09:17:31Z,0.00,248.20,36.20,S,0.00,0.00,1010.43,54.43,1002.60,7.69,25.53,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T09:00:23Z,0.00,248.20,36.21,S,0.00,0.00,1010.63,53.89,1002.80,7.80,25.37,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T08:43:15Z,0.00,248.20,36.43,S,0.00,0.00,1011.03,52.30,1003.20,8.14,25.07,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T08:25:56Z,0.00,248.20,37.05,S,0.00,0.00,1011.03,50.83,1003.20,8.52,25.16,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T08:08:37Z,0.00,248.20,37.62,S,0.00,0.00,1011.33,49.00,1003.50,8.98,25.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T07:51:29Z,0.00,248.20,38.24,S,0.00,0.00,1011.43,48.62,1003.60,9.15,25.50,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T07:34:09Z,0.00,248.20,37.03,S,0.00,0.00,1011.63,55.59,1003.80,7.57,26.66,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T07:17:00Z,0.00,248.20,36.34,S,0.00,0.00,1011.83,55.77,1004.00,7.45,26.07,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T06:59:52Z,0.00,248.20,36.78,S,0.00,0.00,1012.03,53.86,1004.20,7.88,25.89,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T06:42:44Z,0.00,248.20,36.15,S,0.00,0.00,1012.33,56.10,1004.50,7.37,25.99,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T06:25:36Z,0.00,248.20,35.73,S,0.00,0.00,1012.83,57.12,1005.00,7.12,25.91,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T06:08:28Z,0.00,248.20,35.35,S,0.00,0.00,1013.03,59.39,1005.20,6.66,26.22,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T05:51:20Z,0.00,248.20,34.86,S,0.00,0.00,1013.33,60.15,1005.50,6.47,25.97,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T05:34:01Z,0.00,248.20,34.33,S,0.00,0.00,1013.53,62.17,1005.70,6.06,26.03,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T05:16:42Z,0.00,248.20,34.15,S,0.00,0.00,1013.83,63.38,1006.00,5.83,26.19,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T04:59:34Z,0.00,248.20,34.03,S,0.00,0.00,1014.03,63.43,1006.20,5.81,26.09,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T04:42:14Z,0.00,248.20,33.79,S,0.00,0.00,1014.23,64.16,1006.40,5.66,26.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T04:25:05Z,0.00,248.20,33.48,S,0.00,0.00,1014.43,63.16,1006.60,5.80,25.50,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T04:07:57Z,0.00,248.20,33.15,S,0.00,0.00,1014.73,64.49,1006.90,5.55,25.54,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T03:50:49Z,0.00,248.20,32.84,S,0.00,0.00,1015.03,66.61,1007.20,5.16,25.79,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T03:33:41Z,0.00,248.20,32.59,S,0.00,0.00,1015.23,67.28,1007.40,5.03,25.73,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T03:16:33Z,0.00,248.20,32.22,S,0.00,0.00,1015.43,68.10,1007.60,4.87,25.58,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T02:59:25Z,0.00,248.20,31.95,S,0.00,0.00,1015.53,68.74,1007.70,4.74,25.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T02:42:06Z,0.00,248.20,31.66,S,0.00,0.00,1015.63,71.10,1007.80,4.34,25.77,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T02:24:47Z,0.00,248.20,31.35,S,0.00,0.00,1015.73,71.71,1007.90,4.22,25.62,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T02:07:39Z,0.00,248.20,31.24,S,0.00,0.00,1015.93,72.68,1008.10,4.06,25.74,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T01:50:19Z,0.00,248.20,30.85,S,0.00,0.00,1016.03,73.93,1008.20,3.84,25.65,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T01:33:10Z,0.00,248.20,30.68,S,0.00,0.00,1015.93,73.28,1008.10,3.94,25.34,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T01:16:02Z,0.00,248.20,30.55,S,0.00,0.00,1015.73,73.77,1007.90,3.85,25.33,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T00:58:43Z,0.00,248.20,30.34,S,0.00,0.00,1015.73,74.41,1007.90,3.74,25.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T00:41:34Z,0.00,248.20,30.12,S,0.00,0.00,1015.73,74.81,1007.90,3.67,25.15,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T00:24:15Z,0.00,248.20,29.97,S,0.00,0.00,1015.63,75.77,1007.80,3.51,25.22,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-16T00:07:07Z,0.00,248.20,29.76,S,0.00,0.00,1015.43,78.08,1007.60,3.15,25.52,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T23:49:59Z,0.00,248.20,29.66,S,0.00,0.00,1015.43,79.34,1007.60,2.96,25.70,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T23:32:40Z,0.00,248.20,29.80,S,0.00,0.00,1015.23,82.18,1007.40,2.54,26.43,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T23:15:21Z,0.00,248.20,29.84,S,0.00,0.00,1015.13,80.38,1007.30,2.81,26.09,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T22:58:13Z,0.00,248.20,29.99,S,0.00,0.00,1015.03,80.96,1007.20,2.73,26.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T22:40:53Z,0.00,248.20,30.04,S,0.00,0.00,1014.83,81.31,1007.00,2.67,26.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T22:23:44Z,0.00,248.20,30.01,S,0.00,0.00,1014.73,81.85,1006.90,2.59,26.56,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T22:06:36Z,0.00,248.20,29.97,S,0.00,0.00,1014.53,81.48,1006.70,2.65,26.45,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T21:49:17Z,0.00,248.20,30.01,S,0.00,0.00,1014.23,80.87,1006.40,2.74,26.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T21:32:09Z,0.00,248.20,30.13,S,0.00,0.00,1014.03,80.24,1006.20,2.84,26.34,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T21:15:01Z,0.00,248.20,30.14,S,0.00,0.00,1014.03,79.79,1006.20,2.91,26.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T20:57:42Z,0.00,248.20,30.13,S,0.00,0.00,1014.33,79.71,1006.50,2.92,26.23,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T20:40:34Z,0.00,248.20,30.17,S,0.00,0.00,1014.33,79.95,1006.50,2.88,26.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T20:23:14Z,0.00,248.20,30.15,S,0.00,0.00,1014.33,80.84,1006.50,2.75,26.49,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T20:06:06Z,0.00,248.20,30.14,S,0.00,0.00,1014.33,80.83,1006.50,2.75,26.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T19:48:57Z,0.00,248.20,30.07,S,0.00,0.00,1014.43,80.96,1006.60,2.73,26.44,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T19:31:48Z,0.00,248.20,30.12,S,0.00,0.00,1014.33,80.39,1006.50,2.82,26.36,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T19:14:40Z,0.00,248.20,30.12,S,0.00,0.00,1014.43,80.54,1006.60,2.79,26.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T18:57:31Z,0.00,248.20,30.08,S,0.00,0.00,1014.43,80.85,1006.60,2.75,26.42,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T18:40:23Z,0.00,248.20,29.92,S,0.00,0.00,1014.33,80.89,1006.50,2.73,26.28,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T18:23:15Z,0.00,248.20,29.89,S,0.00,0.00,1014.53,80.59,1006.70,2.78,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T18:06:07Z,0.00,248.20,29.96,S,0.00,0.00,1014.63,80.27,1006.80,2.83,26.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T17:48:48Z,0.00,248.20,29.91,S,0.00,0.00,1014.73,79.93,1006.90,2.88,26.06,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T17:31:40Z,0.00,248.20,29.85,S,0.00,0.00,1014.93,79.77,1007.10,2.90,25.97,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T17:14:20Z,0.00,248.20,29.89,S,0.00,0.00,1014.63,79.29,1006.80,2.97,25.91,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T16:57:01Z,0.00,248.20,29.95,S,0.00,0.00,1014.73,78.52,1006.90,3.09,25.80,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T16:39:53Z,0.00,248.20,29.96,S,0.00,0.00,1015.03,78.46,1007.20,3.10,25.80,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T16:19:24Z,0.00,248.20,29.96,S,0.00,0.00,1015.13,78.05,1007.30,3.16,25.71,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T16:02:16Z,0.00,248.20,29.97,S,0.00,0.00,1015.13,77.78,1007.30,3.21,25.66,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T15:44:57Z,0.00,248.20,29.91,S,0.00,0.00,1015.33,77.69,1007.50,3.22,25.58,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T15:27:48Z,0.00,248.20,29.77,S,0.00,0.00,1015.23,76.74,1007.40,3.35,25.24,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T15:10:39Z,0.00,248.20,29.77,S,0.00,0.00,1015.03,76.54,1007.20,3.38,25.20,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T14:53:20Z,0.00,248.20,29.90,S,0.00,0.00,1015.23,75.87,1007.40,3.49,25.17,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T14:36:10Z,0.00,248.20,29.84,S,0.00,0.00,1015.23,75.38,1007.40,3.56,25.01,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T14:19:02Z,0.00,248.20,29.97,S,0.00,0.00,1015.13,73.83,1007.30,3.81,24.78,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T14:01:54Z,0.00,248.20,30.14,S,0.00,0.00,1014.93,73.93,1007.10,3.80,24.97,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T13:44:46Z,0.00,248.20,30.37,S,0.00,0.00,1014.73,73.78,1006.90,3.84,25.16,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T13:27:27Z,0.00,248.20,30.53,S,0.00,0.00,1014.43,74.37,1006.60,3.76,25.45,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T13:10:18Z,0.00,248.20,30.51,S,0.00,0.00,1014.03,73.44,1006.20,3.90,25.21,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T12:53:10Z,0.00,248.20,30.36,S,0.00,0.00,1013.93,73.20,1006.10,3.93,25.02,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T12:36:02Z,0.00,248.20,30.37,S,0.00,0.00,1013.63,73.46,1005.80,3.89,25.08,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T12:18:43Z,0.00,248.20,30.33,S,0.00,0.00,1012.93,72.75,1005.10,4.00,24.88,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T12:01:34Z,0.00,248.20,30.45,S,0.00,0.00,1012.73,69.88,1004.90,4.45,24.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T11:44:25Z,0.00,248.20,30.36,S,0.00,0.00,1012.83,70.42,1005.00,4.36,24.37,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T11:27:06Z,0.00,248.20,30.30,S,0.00,0.00,1012.83,69.89,1005.00,4.44,24.18,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T11:09:58Z,0.00,248.20,30.33,S,0.00,0.00,1012.63,69.22,1004.80,4.55,24.05,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T10:51:18Z,0.00,248.20,30.47,S,0.00,0.00,1012.43,68.16,1004.60,4.73,23.93,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T10:33:59Z,0.00,248.20,30.67,S,0.00,0.00,1011.93,66.29,1004.10,5.04,23.65,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T10:16:51Z,0.00,248.20,30.90,S,0.00,0.00,1012.03,65.36,1004.20,5.21,23.64,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T09:59:31Z,0.00,248.20,30.96,S,0.00,0.00,1012.03,64.49,1004.20,5.36,23.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T09:42:22Z,0.00,248.20,31.24,S,0.00,0.00,1011.43,70.70,1003.60,4.38,25.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T09:25:14Z,0.00,248.20,32.39,S,0.00,0.00,1011.43,67.05,1003.60,5.05,25.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T09:07:55Z,0.00,248.20,32.77,S,0.00,0.00,1011.03,62.43,1003.20,5.87,24.64,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T08:50:46Z,0.00,248.20,33.12,S,0.00,0.00,1010.63,61.65,1002.80,6.03,24.76,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T08:33:38Z,0.00,248.20,33.71,S,0.00,0.00,1010.93,61.49,1003.10,6.12,25.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T08:16:30Z,0.00,248.20,34.18,S,0.00,0.00,1011.03,59.33,1003.20,6.55,25.11,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T07:59:22Z,0.00,248.20,34.79,S,0.00,0.00,1010.93,58.16,1003.10,6.83,25.34,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T07:42:13Z,0.00,248.20,35.97,S,0.00,0.00,1011.13,55.64,1003.30,7.43,25.69,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T07:24:54Z,0.00,248.20,37.39,S,0.00,0.00,1011.13,49.29,1003.30,8.89,24.95,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T07:07:46Z,0.00,248.20,37.23,S,0.00,0.00,1011.53,50.57,1003.70,8.60,25.24,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T06:50:27Z,0.00,248.20,36.95,S,0.00,0.00,1011.83,51.41,1004.00,8.39,25.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T06:33:18Z,0.00,248.20,36.47,S,0.00,0.00,1012.13,53.43,1004.30,7.92,25.47,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T06:16:09Z,0.00,248.20,36.34,S,0.00,0.00,1012.53,54.02,1004.70,7.79,25.53,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T05:59:00Z,0.00,248.20,36.03,S,0.00,0.00,1012.83,53.19,1005.00,7.91,24.99,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T05:41:51Z,0.00,248.20,35.60,S,0.00,0.00,1013.03,54.02,1005.20,7.70,24.85,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T05:24:32Z,0.00,248.20,35.04,S,0.00,0.00,1013.23,55.30,1005.40,7.39,24.72,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T05:07:24Z,0.00,248.20,34.44,S,0.00,0.00,1013.53,57.14,1005.70,6.98,24.72,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T04:50:16Z,0.00,248.20,34.33,S,0.00,0.00,1013.63,57.54,1005.80,6.89,24.73,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T04:32:57Z,0.00,248.20,34.00,S,0.00,0.00,1013.73,59.18,1005.90,6.56,24.89,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T04:15:38Z,0.00,248.20,33.78,S,0.00,0.00,1014.03,60.87,1006.20,6.23,25.16,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T03:58:30Z,0.00,248.20,33.48,S,0.00,0.00,1014.43,60.57,1006.60,6.26,24.80,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T03:41:10Z,0.00,248.20,33.08,S,0.00,0.00,1014.53,60.48,1006.70,6.23,24.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T03:24:01Z,0.00,248.20,32.69,S,0.00,0.00,1014.73,63.49,1006.90,5.68,24.84,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T03:06:53Z,0.00,248.20,32.26,S,0.00,0.00,1014.83,65.32,1007.00,5.33,24.91,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T02:49:45Z,0.00,248.20,31.94,S,0.00,0.00,1015.13,65.96,1007.30,5.20,24.78,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T02:32:37Z,0.00,248.20,31.64,S,0.00,0.00,1015.33,68.35,1007.50,4.78,25.09,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T02:15:29Z,0.00,248.20,31.34,S,0.00,0.00,1015.63,72.65,1007.80,4.07,25.83,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T01:58:21Z,0.00,248.20,31.18,S,0.00,0.00,1015.93,74.10,1008.10,3.84,26.01,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T01:41:13Z,0.00,248.20,30.90,S,0.00,0.00,1015.83,76.47,1008.00,3.45,26.27,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T01:23:54Z,0.00,248.20,30.70,S,0.00,0.00,1015.83,78.15,1008.00,3.18,26.45,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T01:06:45Z,0.00,248.20,30.48,S,0.00,0.00,1015.83,79.96,1008.00,2.90,26.62,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T00:49:37Z,0.00,248.20,30.16,S,0.00,0.00,1015.83,80.10,1008.00,2.86,26.34,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T00:32:29Z,0.00,248.20,30.02,S,0.00,0.00,1015.83,81.15,1008.00,2.70,26.43,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-15T00:15:10Z,0.00,248.20,29.89,S,0.00,0.00,1015.43,81.24,1007.60,2.68,26.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T23:58:01Z,0.00,248.20,29.79,S,0.00,0.00,1015.33,82.51,1007.50,2.49,26.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T23:40:52Z,0.00,248.20,29.56,S,0.00,0.00,1015.03,83.58,1007.20,2.32,26.48,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T23:23:33Z,0.00,248.20,29.49,S,0.00,0.00,1015.03,82.99,1007.20,2.40,26.29,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T23:06:25Z,0.00,248.20,29.58,S,0.00,0.00,1014.93,83.08,1007.10,2.39,26.40,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T22:49:17Z,0.00,248.20,29.44,S,0.00,0.00,1014.73,83.38,1006.90,2.35,26.32,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T22:31:58Z,0.00,248.20,29.48,S,0.00,0.00,1014.63,83.52,1006.80,2.33,26.39,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T22:14:39Z,0.00,248.20,29.43,S,0.00,0.00,1014.53,83.48,1006.70,2.33,26.33,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T21:57:31Z,0.00,248.20,29.38,S,0.00,0.00,1014.53,83.39,1006.70,2.34,26.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T21:40:11Z,0.00,248.20,29.38,S,0.00,0.00,1014.53,83.03,1006.70,2.40,26.19,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T21:23:03Z,0.00,248.20,29.47,S,0.00,0.00,1014.43,82.92,1006.60,2.41,26.26,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T21:05:44Z,0.00,248.20,29.42,S,0.00,0.00,1014.23,82.65,1006.40,2.45,26.15,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T20:48:35Z,0.00,248.20,29.49,S,0.00,0.00,1014.13,82.22,1006.30,2.52,26.13,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T20:31:26Z,0.00,248.20,29.48,S,0.00,0.00,1014.23,82.28,1006.40,2.51,26.14,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T20:14:18Z,0.00,248.20,29.58,S,0.00,0.00,1014.23,81.73,1006.40,2.60,26.12,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T19:57:10Z,0.00,248.20,29.57,S,0.00,0.00,1014.23,81.43,1006.40,2.64,26.05,0.00,0.00,180.00,0.00,79DAAFB4
2026-05-14T19:40:02Z,0.00,248.20,29.67,S,0.00,0.00,1014.13,80.95,1006.30,2.71,26.04,0.00,0.00,180.00,0.00,79DAAFB4
